name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Fairfax, VA 22030",2022-08-01T17:00:00,86.1,91.3,70.5,59.74,0,0,,0,0,13.9,5.5,140,1012.6,80.4,9.9,379,1.4,4,10,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-01T18:00:00,85.5,90.5,70.6,61.13,0,0,rain,0,0,14.8,5.7,188,1012.1,66.2,9.9,72,0.3,1,10,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-01T19:00:00,84.3,89,70.4,63.07,0,0,,0,0,7.2,5.8,200,1012,59.2,9.9,22,0.1,0,10,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-01T20:00:00,81.9,86.3,71.4,70.65,0,0,,0,0,5.6,4.9,160,1012.1,48.2,9.9,2,0,0,30,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-01T21:00:00,78.9,78.9,72.3,80.13,0,0,,0,0,12.1,2.5,120,1012.1,36.3,9.9,896,3.2,0,10,Partially cloudy,partly-cloudy-night,"72403603710,0406W,KIAD,72403093738,72403793728,KDAA,KHEF"
"Fairfax, VA 22030",2022-08-01T22:00:00,77.1,77.1,72.4,85.43,0,0,,0,0,9.4,3.9,132,1012.2,44.6,9.9,578,2.1,0,30,Partially cloudy,partly-cloudy-night,"72403603710,0406W,KIAD,72403093738,72403793728,KDAA,KHEF"
"Fairfax, VA 22030",2022-08-01T23:00:00,77,77,73.2,88.04,0,0,rain,0,0,15.4,2.5,127,1012.4,89.1,9.9,432,1.6,0,30,Partially cloudy,partly-cloudy-night,"72403603710,0406W,KIAD,72403093738,72403793728,KDAA,KHEF"
"Fairfax, VA 22030",2022-08-02T00:00:00,73.7,73.7,72.2,94.79,0.011,100,rain,0,0,13,0.7,345,1012.1,33.6,9.9,311,1.1,0,10,"Rain, Partially cloudy",rain,"72403603710,0406W,KIAD,72403093738,72403793728,KDAA,KHEF"
"Fairfax, VA 22030",2022-08-02T01:00:00,72.9,72.9,71.4,95.09,0,0,,0,0,4.7,1.5,3,1012,26.9,9.9,0,,0,30,Partially cloudy,partly-cloudy-night,"72403603710,KIAD,72403093738,72403793728,KDAA,KHEF"
"Fairfax, VA 22030",2022-08-02T02:00:00,71.6,71.6,71.1,98.22,0,0,,0,0,5.1,0,0,1011.2,27,6.7,0,,0,10,Partially cloudy,partly-cloudy-night,"72403603710,KIAD,72403093738,72403793728,KDAA,KHEF"
"Fairfax, VA 22030",2022-08-02T03:00:00,70.9,70.9,70.4,98.36,0,0,,0,0,5.8,3.8,130,1011,22.2,6,0,,0,3,Partially cloudy,partly-cloudy-night,"72403603710,KIAD,72403093738,72403793728,KDAA,KHEF"
"Fairfax, VA 22030",2022-08-02T04:00:00,72,72,71.4,97.86,0,0,,0,0,7.4,2.9,144,1010.9,22.2,7.3,0,,0,30,Partially cloudy,partly-cloudy-night,"72403603710,KIAD,72403093738,72403793728,KDAA,KHEF"
"Fairfax, VA 22030",2022-08-02T05:00:00,72,72,71.4,97.86,0,0,rain,0,0,9.6,0.7,53,1011,67.9,7.8,0,,0,30,Partially cloudy,partly-cloudy-night,"72403603710,KIAD,72403093738,72403793728,KDAA,KHEF"
"Fairfax, VA 22030",2022-08-02T06:00:00,72.5,72.5,71.7,97.21,0.017,100,rain,0,0,10.5,0.7,49,1011.9,91.5,8.3,0,,0,30,"Rain, Overcast",rain,"72403603710,KIAD,72403093738,72403793728,KDAA,KHEF"
"Fairfax, VA 22030",2022-08-02T07:00:00,72.9,72.9,71.1,94.25,0,0,,0,0,9.2,2.6,287,1012,79.8,9.9,18,0.1,0,10,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-02T08:00:00,76,76,71.3,85.48,0,0,,0,0,11,1.8,276,1012.4,48.2,9.9,57,0.2,1,10,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-02T09:00:00,79.6,79.6,71.4,75.97,0,0,,0,0,12.5,2.4,276,1012.7,48.2,9.9,45,0.2,0,30,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-02T10:00:00,83.9,89,71.3,66,0,0,,0,0,14.8,8.5,272,1012.8,54.7,9.9,56,0.2,1,30,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-02T11:00:00,84.9,89.9,70.8,62.94,0,0,,0,0,18.3,10.9,279,1012.8,65.8,9.9,157,0.6,2,30,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-02T12:00:00,86.1,90.8,69.9,58.69,0,0,,0,0,13.9,7.5,261,1012.8,74.4,9.9,395,1.4,4,30,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-02T13:00:00,88.5,93.9,70.2,54.86,0,0,,0,0,14.1,8.1,264,1012.3,54.3,9.9,670,2.4,7,30,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-02T14:00:00,89.5,93,67.6,48.61,0,0,,0,0,20.8,11.1,290,1012.1,60.8,9.9,118,0.4,1,30,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-02T15:00:00,90.6,94.2,67.3,46.58,0,0,,0,0,13.9,7,278,1011.8,59.2,9.9,109,0.4,1,30,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-02T16:00:00,91.3,94.5,66.8,44.75,0,0,,0,0,13.6,9.4,301,1011.7,38.1,9.9,507,1.8,5,30,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-02T17:00:00,90.6,93.5,66.4,45.02,0,0,,0,0,17.2,10.6,281,1011.5,48.2,9.9,391,1.4,4,30,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-02T18:00:00,90.2,92.5,65.4,43.96,0,0,,0,0,13.2,10.3,291,1011.5,27,9.9,52,0.2,1,10,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-02T19:00:00,89,90.7,64.7,44.69,0,0,,0,0,13.6,10.8,287,1011.6,27,9.9,20,0.1,0,10,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-02T20:00:00,85,87.3,66.1,53.18,0,0,,0,0,12.1,6.2,280,1012.1,48.2,9.9,3,0,0,10,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-02T21:00:00,79.2,79.2,67.6,67.71,0,0,,0,0,9.4,3.7,318,1012.4,27,9.9,842,3,0,10,Partially cloudy,partly-cloudy-night,"72403603710,0406W,KIAD,72403093738,72403793728,KDAA,KHEF"
"Fairfax, VA 22030",2022-08-02T22:00:00,77.7,77.7,67.7,71.29,0,0,,0,0,6.7,4.4,332,1013.5,27,9.9,327,1.2,0,10,Partially cloudy,partly-cloudy-night,"72403603710,0406W,KIAD,72403093738,72403793728,KDAA,KHEF"
"Fairfax, VA 22030",2022-08-02T23:00:00,77.1,77.1,66.8,70.59,0,0,,0,0,8.5,5.1,28,1013.8,0,9.7,138,0.5,0,3,Clear,clear-night,"72403603710,0406W,KIAD,72403093738,72403793728,KDAA,KHEF"
"Fairfax, VA 22030",2022-08-03T00:00:00,73.1,73.1,67.4,82.31,0,0,,0,0,8.3,1.8,290,1014.1,0,9.9,18,0.1,0,10,Clear,clear-night,"72403603710,0406W,KIAD,72403093738,72403793728,KDAA,KHEF"
"Fairfax, VA 22030",2022-08-03T01:00:00,72.7,72.7,67,82.42,0,0,,0,0,10.7,3.6,298,1014.6,15,9.9,0,,0,10,Clear,clear-night,"72403603710,KIAD,72403093738,72403793728,KDAA,KHEF"
"Fairfax, VA 22030",2022-08-03T02:00:00,72.3,72.3,67,83.33,0,0,,0,0,10.1,3.7,325,1014.7,33.1,9.1,0,,0,10,Partially cloudy,partly-cloudy-night,"72403603710,KIAD,72403093738,72403793728,KDAA,KHEF"
"Fairfax, VA 22030",2022-08-03T03:00:00,72.4,72.4,66.6,82.2,0,0,,0,0,12.8,2.9,23,1014.8,48.2,8,0,,0,10,Partially cloudy,partly-cloudy-night,"72403603710,KIAD,72403093738,72403793728,KDAA,KHEF"
"Fairfax, VA 22030",2022-08-03T04:00:00,71.5,71.5,65.9,82.48,0,0,,0,0,12.1,4.5,17,1015,0,8.4,0,,0,10,Clear,clear-night,"72403603710,KIAD,72403093738,72403793728,KDAA,KHEF"
"Fairfax, VA 22030",2022-08-03T05:00:00,68.4,68.4,65.9,91.74,0,0,,0,0,11.9,0,0,1015.3,0,9.9,0,,0,10,Clear,clear-night,"72403603710,KIAD,72403093738,72403793728,KDAA,KHEF"
"Fairfax, VA 22030",2022-08-03T06:00:00,67.5,67.5,65.8,94.37,0,0,,0,0,7.4,1.8,254,1015.7,0,9.5,0,,0,10,Clear,clear-night,"72403603710,KIAD,72403093738,72403793728,KDAA,KHEF"
"Fairfax, VA 22030",2022-08-03T07:00:00,68.8,68.8,66.3,91.75,0,0,,0,0,8.3,2.5,311,1016.5,15,9.9,16,0.1,0,10,Clear,clear-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-03T08:00:00,76.5,76.5,67.7,74.34,0,0,,0,0,9.8,4.4,97,1017.1,15,9.9,26,0.1,0,10,Clear,clear-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-03T09:00:00,80.5,82.9,67.1,63.95,0,0,,0,0,6.5,3.1,339,1017.2,15,9.9,33,0.1,0,10,Clear,clear-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-03T10:00:00,82.7,84.3,64.6,54.42,0,0,,0,0,4.3,4.1,147,1017.3,15,9.9,39,0.1,0,10,Clear,clear-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-03T11:00:00,84.8,86.1,63.9,49.75,0,0,,0,0,4.9,4.7,124,1017.6,15,9.9,737,2.7,7,10,Clear,clear-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-03T12:00:00,87.5,89.3,64.9,47.03,0,0,,0,0,3.8,5,280,1017.4,15,9.9,661,2.4,7,10,Clear,clear-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-03T13:00:00,88.1,90.1,65.2,46.8,0,0,,0,0,4.7,3.7,140,1017.1,26.9,9.9,743,2.7,7,10,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-03T14:00:00,88.4,90.6,65.6,46.93,0,0,,0,0,5.4,5,164,1016.6,54.3,9.9,749,2.7,7,10,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-03T15:00:00,89.3,91.8,66,46.23,0,0,,0,0,5.6,6.1,182,1016.2,59.2,9.9,684,2.5,7,10,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-03T16:00:00,90.8,93.4,65.7,43.72,0,0,,0,0,17.2,6.2,204,1015.7,46.8,9.9,388,1.4,4,10,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-03T17:00:00,89,91.9,66.6,47.79,0,0,,0,0,6.3,6.7,208,1015,15,9.9,113,0.4,1,10,Clear,clear-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-03T18:00:00,89.7,93.1,67.3,47.84,0,0,,0,0,6.7,7.8,179,1014.5,0,9.9,50,0.2,1,10,Clear,clear-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-03T19:00:00,87.7,91,67.5,51.32,0,0,,0,0,6.5,5.5,209,1014.5,15,9.9,24,0.1,0,10,Clear,clear-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-03T20:00:00,83.8,87.5,68.8,60.72,0,0,,0,0,7.4,4.8,228,1014.9,0,9.9,3,0,0,10,Clear,clear-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-03T21:00:00,79.4,79.4,69,70.65,0,0,,0,0,8.1,3.9,297,1016,15,9.9,919,3.3,0,3,Clear,clear-night,"72403603710,0406W,KIAD,72403093738,72403793728,KDAA,KHEF"
"Fairfax, VA 22030",2022-08-03T22:00:00,76.3,76.3,69,78.3,0,0,,0,0,6.7,1.8,113,1017.3,15,9.9,297,1.1,0,10,Clear,clear-night,"72403603710,0406W,KIAD,72403093738,72403793728,KDAA,KHEF"
"Fairfax, VA 22030",2022-08-03T23:00:00,74.3,74.3,69.9,86.18,0,0,,0,0,8.1,1.8,120,1017.3,0,9.9,63,0.2,0,10,Clear,clear-night,"72403603710,0406W,KIAD,72403093738,72403793728,KDAA,KHEF"
"Fairfax, VA 22030",2022-08-04T00:00:00,76.4,76.4,68.6,76.97,0,0,,0,0,9.2,4.1,133,1017.2,0,9.9,23,0.1,0,10,Clear,clear-night,"72403603710,0406W,KIAD,72403093738,KHEF"
"Fairfax, VA 22030",2022-08-04T01:00:00,74.8,74.8,69.3,83.1,0,0,,0,0,9.4,1.8,127,1017,0,9.9,0,,0,3,Clear,clear-night,"72403603710,KIAD,72403093738,72403793728,KDAA,KHEF"
"Fairfax, VA 22030",2022-08-04T02:00:00,72.7,72.7,69.2,88.61,0,0,,0,0,13,2.6,229,1016.9,6.1,9.9,0,,0,30,Clear,clear-night,"72403603710,KIAD,72403093738,72403793728,KDAA,KHEF"
"Fairfax, VA 22030",2022-08-04T03:00:00,73.5,73.5,69.8,88.08,0,0,,0,0,10.1,2.5,127,1016.7,0,9.9,0,,0,3,Clear,clear-night,"72403603710,KIAD,72403093738,72403793728,KDAA,KHEF"
"Fairfax, VA 22030",2022-08-04T04:00:00,72.4,72.4,69.8,91.47,0,0,,0,0,9.8,3.3,156,1016.7,0,9.9,0,,0,3,Clear,clear-night,"72403603710,KIAD,72403093738,72403793728,KDAA,KHEF"
"Fairfax, VA 22030",2022-08-04T05:00:00,71.6,71.6,69.5,92.97,0,0,,0,0,11.2,4.4,247,1016.6,0,9.9,0,,0,3,Clear,clear-night,"72403603710,KIAD,72403093738,72403793728,KDAA,KHEF"
"Fairfax, VA 22030",2022-08-04T06:00:00,71.9,71.9,69.3,91.54,0,0,,0,0,11,0,0,1017.1,0,9.9,1,0,0,3,Clear,clear-night,"72403603710,KIAD,72403093738,72403793728,KDAA,KHEF,D8868"
"Fairfax, VA 22030",2022-08-04T07:00:00,72.3,72.3,69.9,92.3,0,0,,0,0,10.3,0,0,1017.6,0,9.9,15,0.1,0,3,Clear,clear-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-04T08:00:00,77.2,77.2,71.6,82.88,0,0,,0,0,9.6,0.8,48,1018,15,9.9,30,0.1,0,3,Clear,clear-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-04T09:00:00,80.9,85.3,72.3,75.17,0,0,,0,0,6.7,1.5,111,1018,15,9.9,56,0.2,1,30,Clear,clear-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-04T10:00:00,84.8,91.7,73.2,68.31,0,0,,0,0,3.1,1.8,276,1018,15,9.9,48,0.2,0,60,Clear,clear-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-04T11:00:00,88.8,96.7,73,59.75,0,0,,0,0,2.9,0,0,1018.4,15,9.9,451,1.6,5,60,Clear,clear-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-04T12:00:00,90.5,100.1,74,58.62,0,0,,0,0,3.4,5,91,1018.1,15,9.9,667,2.4,7,60,Clear,clear-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-04T13:00:00,93,102.5,73.2,52.75,0,0,,0,0,6.3,6.1,179,1017.7,33.1,9.9,689,2.5,7,60,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-04T14:00:00,94.3,101.6,71,46.94,0,0,,0,0,8.1,4.5,89,1017.4,42.4,9.9,336,1.2,3,75,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-04T15:00:00,95,103.8,72.2,47.91,0,0,,0,0,16.6,3.6,249,1016.8,67.9,9.9,624,2.2,6,75,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-04T16:00:00,93.4,101.2,71.7,49.45,0,0,,0,0,12.1,9.6,201,1016.3,54.3,9.9,87,0.3,1,60,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-04T17:00:00,92.6,102.5,73.8,54.48,0,0,rain,0,0,11.2,7.9,225,1016.8,26.8,9.9,164,0.6,2,75,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-04T18:00:00,89.6,97.1,72.2,56.7,0,0,,0,0,25.3,12.3,283,1017.5,42.4,9.9,64,0.2,1,30,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-04T19:00:00,84.2,87.6,68.4,59.17,0,0,,0,0,19.7,6.7,16,1017.7,57.6,9.9,22,0.1,0,30,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-04T20:00:00,80.6,83.6,68.7,67.1,0.005,100,rain,0,0,18.3,8,90,1018.5,73.8,8.7,3,0,0,3,"Rain, Partially cloudy",rain,"KIAD,72403093738,72403793728,KDAA,F6547"
"Fairfax, VA 22030",2022-08-04T21:00:00,75.3,75.3,70.5,85.16,0.198,100,rain,0,0,21.9,6.9,51,1018.9,60.2,5.2,916,3.3,0,10,"Rain, Partially cloudy",rain,"72403603710,0406W,KIAD,72403093738,72403793728,KDAA,KHEF"
"Fairfax, VA 22030",2022-08-04T22:00:00,73,73,70.5,91.92,0.101,100,rain,0,0,26.4,11.9,10,1020.9,96.6,7.4,16,0.1,0,10,"Rain, Overcast",rain,"0406W,KIAD,72403093738,72403793728,KDAA"
"Fairfax, VA 22030",2022-08-04T23:00:00,72.4,72.4,70.4,93.33,0.093,100,rain,0,0,6.7,5.9,64,1020.4,77,8.3,8,0,0,3,"Rain, Partially cloudy",rain,"72403603710,0406W,KIAD,72403093738,72403793728,KDAA,KHEF"
"Fairfax, VA 22030",2022-08-05T00:00:00,72.7,72.7,70.4,92.55,0.03,100,rain,0,0,7.2,3.1,127,1020.4,85.7,9.9,0,,0,3,"Rain, Partially cloudy",rain,"72403603710,KIAD,72403093738,72403793728,KDAA,KHEF"
"Fairfax, VA 22030",2022-08-05T01:00:00,72.2,72.2,71.2,96.72,0.014,100,rain,0,0,6.3,3.9,160,1020.8,80.3,9.9,0,,0,5,"Rain, Partially cloudy",rain,"72403603710,KIAD,72403093738,72403793728,KDAA,KHEF"
"Fairfax, VA 22030",2022-08-05T02:00:00,71.9,71.9,71.2,97.7,0.008,100,rain,0,0,5.1,3.9,214,1020.3,81.3,9.9,0,,0,5,"Rain, Partially cloudy",rain,"72403603710,KIAD,72403093738,72403793728,KDAA,KHEF"
"Fairfax, VA 22030",2022-08-05T03:00:00,71.8,71.8,70.7,96.33,0,0,,0,0,6.9,7.7,302,1020.6,65.1,9.9,0,,0,3,Partially cloudy,partly-cloudy-night,"72403603710,KIAD,72403093738,72403793728,KDAA,KHEF"
"Fairfax, VA 22030",2022-08-05T04:00:00,71.1,71.1,70.4,97.71,0,0,,0,0,6,2.6,242,1020.3,54.7,9.9,0,,0,5,Partially cloudy,partly-cloudy-night,"72403603710,KIAD,72403093738,72403793728,KDAA,KHEF"
"Fairfax, VA 22030",2022-08-05T05:00:00,71,71,70.3,97.71,0,0,,0,0,3.4,3.6,137,1020,48.2,9.4,0,,0,3,Partially cloudy,partly-cloudy-night,"72403603710,KIAD,72403093738,72403793728,KDAA,KHEF"
"Fairfax, VA 22030",2022-08-05T06:00:00,70.8,70.8,70.2,98.21,0,0,,0,0,5.8,0.7,318,1020,54.3,9.6,0,,0,5,Partially cloudy,partly-cloudy-night,"72403603710,KIAD,72403093738,72403793728,KDAA,KHEF"
"Fairfax, VA 22030",2022-08-05T07:00:00,70.8,70.8,70.3,98.21,0,0,,0,0,4,0,0,1020.9,71.1,9.6,16,0.1,0,3,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-05T08:00:00,72.9,72.9,71.3,94.89,0,0,,0,0,10.5,1.8,98,1021.2,48.2,9.9,34,0.1,0,5,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-08-05T09:00:00,76.5,76.5,71.7,85.32,0,0,,0,0,10.3,3.3,230,1021.4,48.2,9.9,68,0.2,1,10,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,72403793728,KDAA,F6547,KHEF"
